review,emotion_label
"I enjoyed the product,but not the delivery!! I understand the situation we are all in,I ordered five things that week in which I ordered the shirt first, and received it two weeks later after the other things I ordered!!",1
"Went with the extra soft tee and was happy with the choice.Also , would recommend going a size or two up.Very happy with the shirt!!!",1
"Excellent workmanship, arrived on time, and my grandsons loved them.Thank you!",0
"Sweatshirts were fine, but disappointing service. I ordered sweatshirts Dec 4th, and 9th. It didn���������t occur to me to rush delivery because it was early. It is now Dec 24th and I need to leave for Christmas Eve without my nephews gift. When I asked about my shipments on the latest day they were supposed to arrive all I got was a generic email stating it would be there soon. 10 days later still nothing. I understand Christmas is busy but from what I can tell it didn���������t ship for 5-7 days after ordered it and tha",3
"Perfect. Easy website, quick delivery, nice quality. Really happy of our tshirt.Just one thing. Fitting must be improved. The small is really small pretty much an xs and the medium is more like a small size. Thank you very much !",0
"first shirt was a womens large , for xmas when arrived was the size of a small childs shirt, called customer service they reordered a mens large, came in well after xmas!! opened up ! was 1.5 inch larger in length. very disappointed never again .",3
The design is coming off the shirt.Update:The company has offered to send a replacement shirt.Thank youI have received the placement shirt and it looks great.They have very good service! Thank you for helping me,0
Very happy with everything I have every ordered!,1
"I am really pleased with the service over all, but I am a little worried about the quality of the print on the t shirt. I washed it for the first time and I can already see cracking in the paint of the image. Other than that I am happy.",1
"I bought a mask for my grandson who is almost 5 years and it said 3.5"" by 6""when it arrived it measured 3"" by 6 it is so small that it won't even fit a baby.Hopefully I can return it. I already sent a message to TeePublic.Very Disappointed.",3
Perfect! Same as the picture on the website. Thank you!,0
Loved my shirts! Thanks!!,0
"Great Sasquatch tees, bought as a gift, thank you very much,love the art work - and a happy guy is now wearing them!Yay",0
Thanks for excellent service and product.,0
"Great service, good quality t-shirts and nice independent artwork! Thanks!",0
"fit as expected, great printed not to thick/thin, average shipping time. would recommend, thank you!",0
"Exceptional quality of the shirts I purchased. It was exactly what I was hoping for. I will definitely recommend TeePublic clothing to all my friends.I will shop for all my T-shirt items there. Again, excellent quality in the clothing I received. My adult car enthusiast son loves what I purchased for him. The fit was perfect too. Thank you TeePublic. Jewlz Heaton",0
Fantastic products and delivered in a timely manner. Thank you!,0
I ordered a t-shirt and a flag and have yet to receive the flag that I ordered 3 weeks ago. A little disappointed by how slow this is going and can only hope it gets here before Christmas as it is a gift.,3
"I gave an excellent for the design, the quality of the shirt, and the way you picture real people wearing the different sizes.For one shirt it worked out great, but the second one sizing was off.The first kind I took an XL butthe one with the Cars Night Thoughts Podcast, the XL was way too big.But that kind of stuff happens with other companies as well. For $13.00 a shirt, I am not complianing.Thanks for this service.",0
Legit and great fabrics. Thank you.,0
I didnt like the fact it had someone ignstagram name and their name on it very unattractive,4
Thank you so much !!!!This shirt came out perfect I was nervous about ordering from Teepublic but I was very impressed with the shirt and quality of it. Kobe was a big part of my life and this will allow me to carry him and Gianna legacy on ����������������,0
"This was the first time ordering, it was simple accurate and affordable! I will definitely shop again. Thanks for such a great experience!",0
Just received my tee shirt. I love it so much. Fit is great. Arrived on time. Would definitely order from you guys again. Thanks so much.,0
I ordered a Pele and Garrincha T shirt love themWow Garrincha greatest futbol dribbler of all timeThanks Teepublic,0
The hoodie was awesome... thank you,0
Quality of product was ok. Shipping took way to long.,6
"Poor quality, I could see the outline of the iron on or screen in a box shape on the shirt.Disappointed",3
I ordered a size Large; it fits as if it is a small. I can't wear it as is and am very disappointed!,3
My orders are always correct and arrive in a timely manner!,6
Exactly met my standards,6
Sizing is so bad! A women���������s Med is like a youth Medium. A men���������s XL is like a tent. Images are tiny. Disappointed and now moving on to plan B for themed family T-shirts for an event that����,3
Thank You so much for this wonderful clothe and sweatshirt! i love it so much!! #FIGHTFORWYNONNA AND #FIGHTLIKEANEARPER!,0
You had what I wanted and got it to me on time. Thank you,0
Love the shirts!Thank you very much!,0
"I got the Spaceballs-themed mask for a Secret Santa gift, and it was a big hit! The order arrived before Christmas, was the product I ordered, and was very appreciated by the gift recipient. Thank you!",0
It's perfect! No problems with size or delivery.Thankyou me,0
I���������m very happy with this site and my purchase! Exactly as pictured and shipped quickly with ex,1
"Love the T-shirts I got. Beautiful colors. Like the idea of supporting artists too. Fit loose, aand roomy the way I like it. Thank you",0
Thank you very much!,0
"Good job, thank you",0
Extremely disappointed with the t-shirts.Very cheap looking.And there's a horrible odor to them.How do I get a full refund extremely disappointed these were supposed to be a Christmas gift!!!!!,3
thank you and I love the tee shirt. ship fast and perfect timeing it came on the day of my grandson birthday so a great gift for him,0
Love the tshirt I ordered and the customer service if the best I have experienced yet! Thank you!!,0
I'm really happy because the customer service is super!,1
My son loved this shirt . I gave it to him for his birthday. The size was perfect and it arrived quickly.I will buy from your company again.Thank youCindy,0
T-shirts look great! The entire shopping experience was easy with quick shipment. My boyfriend will love these T-shirts. Thank you !,0
Already emailed u guys.My order was perfect.Big NY Liberty fan.Cute as hell.Thanks.,0
"I fell so far down a rabbit hole on teepublic.com that I wrote down a list of all the shirts I wanted, took a nap, then whittled it down to my top three. The quality, sizes, colors and fit are on point. I will definitely buy more and recommend to everyone. If you guys sent a sticker with orders, that'd be friggin sweet! Thank You!",0
Absolutely love my shirt and it's super soft!!! Will definitely buy from again! Thank you!,0
"I have previously used TeePublic for other shirts and I have never been disappointed. The shirts are of great quality. I love the designs and they look wonderful on the colorful shirts. I look forward to my next purchase, thanks!",0
This was my second time ordering. The delivery was prompt and very well packaged. The design is exactly as shown. The material is also very very comfortable. Very soft. I am very pleased not only with this company but also with the Independent Artists who are trying to come up in their lives. Thank you!! AMAZING VARIETY!!!!!,0
Item as pictured.Shipped quickly.Thank you.,0
Thank you for replacing my tee with RIGHT size. Love the tee's on this site. Plan to get more...,0
"All the mask were so cool and I love them, thank you",0
"I purchased two tees and they are both amazing - great, soft tees and the graphics are sharp and wash really well. I also has a question and TeePublic customer service was super quick and responsive. Thanks so much - I highly recommend.",0
Quick turnaround and outstanding quality.I am very happy with my purchase.,1
The sizing chart was accurate and the shirt was a nice quality. I was happy with the purchase,1
"This shirt was soft and fit well, thanks!",0
My granddaughter is studying to be a respiratory therapist and we loved the beautiful respiratory therapist prayer shirt and mask I got her for Christmas it was perfect and delivered on time. I would absolutely recommend you guys! Thanks,0
we received everything in a timely manner and it was so much fun shopping for all that we wanted.The prices were great which made our Christmas affordableWe love everything with our experience,1
"Innovative design on the mask, helped me to make a political statement at the office, where such statements are normally forbidden!My thanks to the artist!",0
Happy I stumbled across your site. Got two shirts for gifts that I know will be truly appreciated. Thanks for the great selection and style!,0
Thank you very much love the shirts definitely gonna have to get more,0
"I received an item with a very bad graphic print quality. So I contact the customer service that was really nice (only reason why I gave 2 stars instead of 1). They sent me a new t-shirt for free, however the t-shirt came with the same defect. Low quality print full of black points on the image. Unfortunately I did not have a good experience on my first shop with TeePublic.",3
I���������m really enjoying my new T-Shirt!Can�������,1
I made plenty of orders though TeePublic. And that right there says it all. Very happy with everything. Big Thanks,0
There was no update given on the status of order when it was shipped only when it was delivered. The description of the product would make you think the quality would be nice but it���������s mediocre. Sizing was the worse. I purchased the XL but It does not fit at all the base lift up and is way to short. So disappointed for spending $50 for a hoodie ,3
"Thanks a lot, cool artwork <3",0
I have a few World of Walt T-shirts that I got from TeePublic. And I have never been disappointed. Thanks!!!,0
"Boughtthe T-Shirts for my grandsonand he loves them, good qualityand great graphics!! Thank You !!",0
The shirt is great quality and showed up fast. Thank you so much.,0
Great Tshirt...I ordered wrong size so I'll be ordering another shortly.Love the package it came in!Also appreciated updates.Thank you!,0
Not as quite as good as I have got before.,3
Great Shirts they all were perfect and fit just fine. Thank you. <3,0
Very happy with your products . Good quality and vibrant colors. My grandmother is getting a tee for Christmas ����,1
"This is the best and most reliable site to order custom shirts from not only are they dope the quality is awesome too, oh did I mention there customer service is impeccable. My order was lost by the Courier and I emailed them, and bam 10 mins later emailed me back saying another package is being made and will be shipped asked if there was any better place to ship my package to and after maybe 25mins most everything was resolved and I certainly will be promoting this site but also buying more awesome clothes thanks for being A1",0
"I was very happy to receive a good quality shirt, well sized with artwork exactly as chosen.Well done and thank you.",0
"The tee I ordered was really cool, can't wait to wear it.Thank you for fast and good service.",0
The t-shirt looked great when I got it and came in a good amount of time. Thank you!,0
"I absolutely love both the shirts! Bright colors, and good fit!!!! THANK YOU!",0
Great products! Fast service!Thanks!,0
Great shirt! My brother loved it! Thanks,0
"Flawless experience. Customer support was front loaded in case of issue. Tracking and shipping notices provided, packet received quickly, and product was perfect. Printer used Next Level shirts which I prefer (over Bella Canvas which have been irregular.) Thanks!",0
This is a company that cares about customers and not just increasing their profit line. Ordered a t-shirt for my sister and was too small. They gave me an exchange for a larger size and told me to donate the first shirt. Donated it to a church group (Spread Hope Now) to someone who needed clothes.The shirt represented the new puppy named Sunshine. It will always be a reminder to her of the sunshine people can share in their lives. Thank you all,0
"Website was easy to navigate.Ordering was easy and communication and timing of delivery was great.I did expect a bit more from the quality of design from the picture on the site, but otherwise very happy with the purchase.Many thanks!",0
"I love being able to support artists by buying and wearing their art. My only issue with this platform is how expensive shipping is! Most of the time, the shipping costs just as much (if not more) than the actual product.... disappointing. But overall I like the choice of designs and will most likely buy again.",3
I was really looking forward to this shirt for my son. But unfortunately the print on the shirts looks super faded. The colors are dul and not vibrant at all. It looks like this shirt is like 3 years old !!!,3
"I found the shirts I ordered to be exactly as I seen I on the website. I also ordered my wife a medium (that���������s what she wears) they didn���������t fit. Didn���������t realize she wears a large in ladies cut shirts, which is what I ordered. This amazing company sent me the correct size with no problems. Thank you TeePublic. I recom",0
On-time great quality. Redline Bmx Shirt is really cool. Thanks,0
The company was very responsive and generous. Will definitely be my first choice in having custom clothing items made! Thanks!,0
"I ordered a black The tempo is what I say it is T, paid for brushed soft cotton, what I received was the absolute thinnest low quality t shirt I���������ve every seen. You can clearly see through it just standing in low light. Print feels like it won���������t last more than 1 or two washes if the actual tee even lasts long enough to wash. Misleading info, I was expecting a soft brushed cotton, what I received is junk. I���������m waiting to hear back from customer service, sent pics of what I received, don���������t know how they���������ll choose to resolve but I paid full price for a dollar store quality tee, extremely disappointedUpdate: customer service response was good, they recommended a different material/weight & told me to donate the horrible one. I still don���������t know what new o",3
Received my order. Print was nothing like I expected. It was small and washed out. Looks like it was ironed on. Disappointed.,3
"When I ordered the original T shirt I assumed I would have to go bigger. This was not the case. I asked about changing for a smaller size. This was not a problem, with a week it was replaced by the smaller size. I would recommend TEE PUBLIC to everyone I speak to. Thank you",0
"This is where I want to shop, I've been hoodwinked too many times by other sellers, the response and delivery time was on point and the product was unique and of excellent quality, thank you Tee Public",0
The t-shirts turned out great! Thank you.,0
The customer service I received was excellent but the product I received is terrible. The first one I received was so incredibly small I requested a replacement. I received a replacement but the ink was so faded it was as though the printer ran out of ink. For $25 plus taxes I would Expectbetter quality. I did not attempt another replacement. I am left disappointed.,3
The T-shirt I purchased was of extremely low quality.The printing was faded and the material is practically see-through.Very disappointed,3
A great way to represent my Army unit - Thanks,0
More ink was needed for the screen on the t-shirt so it looks very streaky. I can also see the color of the shirt through the design. Disappointed.,3
I would definitely recommend this to others. My clothes came early and they were the perfect size. I will be shopping from you guys again. Thank you for the great service.,0
The purple print was not of consistent color it is streaky in a few spots. That is not good.,4
Love the tshirts received. Thanks!,0
"Came quickly and was exactly what I wanted. The quality was excellent, and so much to choose from, thank you!!!",0
Great craftsmanship on product ordered before Christmas! Very pleased! Thanks,0
I want to give a huge thanks for the customer service I received for an exchange.They were very quick to respond and sent the new size promptly.I only wish we could return for refund or store credit rather than exchange only.As the exchange did not work for me either.,0
I love my blake griffin tee. It's super soft & I love the detail and color. Thanks again!,0
"Great shirt, fast ship!! Thank you!",0
Love and support all theses artists.Love what they do to re-invent key moments from film for t shirts and masks and mugs. Thanks to all of your brilliant artistry.,0
"I still love the tapestry, it was just a lot less vibrant than the picture led to believe which was a little disappointing. Awesome art though",3
Got the wrong size as a Christmas gift. Tried to exchange and they made it so easy and just sent us a new shirt the size we needed. Def buying from again. The decal on the shirt was high quality. Thank you!,0
I ordered 2 t shirts that has a print of a half dome from yosemite national park. The prints are off centered. Very disappointed.,3
The note to upsize if this is your fit and this is your style most ppl upsize by one If you usually wear a size an XL go with the XXL I. This style and material and that alone saved this whole experience.I purchased 4 shirts and having to send them back would have ruined the experience. Thank for the foot note that saved it all.,0
"Got a great deal on the shirts, they showed up earlier than expected and higher quality than I expected. Thanks guys nicely done!",0
"Ordered my sister her birthday present and it never showed.. the postal service was responsible for that.. but when I contacted TeePublic and told them, they immediately shipped another shirt for me and I am so grateful for that! Absolutely wonderful people, and my order got to me within a week when they resent it! Thanks so much yall! ���",0
"Brilliant customer service, I'm not easily wowed, the quick response to incorrect sizing on my part went above and beyond my expectations. Good quality material and amazing range of designs.Thank you, I will be buying again soon, already got my eye on my next purchases.",0
The softest tshirt I own and so comfy. I love it thank you. I�������,0
"Good stuff, quick shipping - Thanks!!",0
The item arrived on time and was exactly as pictured. We are 100% happy with our purchase!!,1
"Needed an exchange and was willing to send the shirts back for a bigger size but the customer service rep told me to keep them and they will send the size I wanted for free. Definitely will be buying again, thank you.",0
My experience was top notch. The quality of product is amazing and i will return to you guys and recommend you to my family and friends. Thank you!,0
"I ordered several tees as gifts. I made a mistake and ordered a women's sized tee for one of the gifts and when I received, I knew right away that it wasn't going to work. I contacted TeePublic and within an hour, very late on a Saturday evening, my problem was resolved and they got my new size on order and ready to ship. I received the new size and am thrilled with the speed and professionalism with which my problem was handled. It is almost impossible to find customer service like this anymore. Thank you TeePublic for the awesome customer service!",0
Very nicely done. Thank you,0
My nephew is in love with his T-shirt thank u so much,0
Cute graphics and super soft tees.Very happy with my purchase!,1
"Edit: the reply I got mentioned nothing about my complaint that it is focused around Xmas. Downgrading to one star. While I appreciate the pandemic restrictions, communication about my order and timeliness of my delivery was disappointing. They said ""don't worry, it will be there by Christmas"" and we are a Jewish family. Chanukkah ends on Thursday evening, 12/17, and I ordered a hoodie in hopes my child could receive it on time. This was well within the original delivery window. I am more upset about the Christonormative communication than anything else.",3
"The t-shirts I ordered did arrive as ordered and advertised.My only ""critique"" is that the shipping time seemed awfully long (almost 2 weeks).But I'm happy with the t-shirts!",1
i received my order and will say i was a little disappointed the large fits more like a sm-edium.,3
Great Service! Fast shipping! Awesome T-shirts! Thank you!,0
My Husband loves these T-shirts. They are extremely good quality. Fast shipping and customer service is on the job. Thank you all so very much for helping me make my husband���������s day. I���������ll definitely be ordering again in the very nea,0
"Slooooow shipping. Ordered 12-08-22, did not receive in mailbox until 12-23-22. Not the biggest problem in the world, but I missed being able to give to intended recipients before Christmas. Thanks.",0
"I love my sun face tee.It makes me happy and the fit is perfect.Will be back again when I found something else that catches my eye or think of something I'd like to convey via tee.Thanks guys,keep up the good work!",0
"My guy loved his tee.Thank you, thank you!",0
"The shirts were nice, but cut smaller than we expected so none of the 8 shirts we ordered fit any of us.We got them three days before a trip to Universal, so we���������re very bummed we didn������",3
"Love my shirt, the size was perfect, 2xx, even after washing it didn't shrink and it shipped fast...thank you, I'll be back...",0
Everything arrived as expected and I am happy with my purchases,1
"Love the shirt. I live in Arkansas.My grandson, Ivan lives in Texas.I just recently found out there is an Ivan, Arkansas and in doing a search on Ivan Arkansas TeePublic website popped up - the caption on the shirt pictured was MY STORY BEGINSIN IVAN, AR. Even though his story didn't actually begin in Ivan, ARI just had to buy this shirt!Thanks so much!",0
Really happy with the product...comfy and as described.Also reasonably quick delivery especially considering the circumstance at the moment...thank you,0
"Awesome, everything came in timely manner, very pleased with all, Thank you, Happy Holidays",0
Shirt fit and the graphic was spot on. Also it arrived earlier than promised. Will shop with them again. Thanks!,0
"I bought the ""Ask the StoryBots mug for my 7 year old grandson and surprised him with it. He was thrilled!. The mug was perfectly made. thank you so much!Eva",0
I love what you guys sell but it would be even better if you guys sold hats like beanies and snap backs and baseball caps thank you and your artists for giving me amazing products :),0
Super affordable and very fast delivery. The soft tee shirts really are super soft. Definitely size up in the women's fit- they state 1-2 sizes up from your usual size and I fully agree.,6
We love our shirts. Great shipping. Thanks for everything!!,0
Great job on the shirt . Thanks for being so helpful and kind. In these days we can use good companies like yours . Keep up the good work,0
"Love your pins, and service. Thank you����",0
"I was looking for a specific t-shirt as a gift for my son-in-law's birthday. When he received it, he was not only excited by the quality, going on and on about how beautiful it was, but was surprised I was able to find a shirt with the exact make, model and color of his collector car. Thank you so much!",0
I love TeePublic-great shirts and unbeatable customer service in a world that barely offers it anymore-thanks all!,0
Tshirts are a little flimsy and designs show up much better online than the actual tshirt.Still waiting for a complete delivery.I ordered 5 tshirts and 1 has still not arrived.I���������m a little disappointed.UPDATE:I received my Late order and am actually very pleased with this one.Design was very nice and tshirt,3
Great t-shirt shipped fast great quality awsome place to purchase from ..thank you TeePublic..,0
"Great!Good quality shirts, exactly as described and sizing was accurate. Fast shipping.Would order again.Thanks!",0
The Niffler in my pocket shirt arrived as expected..This was ordered for a Christmas present..My daughter will be suprised.Thank you,0
thanks for the t shirts they are what i expected. nice product,0
The product arrived within the expected shipping window and was in perfect condition. I'm very happy with the quality of the material and the design.,1
"The print quality appears to be good and the fabric is soft. Delivery was normal. Lots of patterns to choose from, happy with purchase. Thank you.",0
We love our shirts! They came fast and are adorable! Thanks so much!!,0
"I needed a Christmas gift and was running out of time. Tee Public had the perfect T-shirt for my son, and it arrived in plenty of time and as described. Thanks, TeePublic!",0
"Ordered a large and extra large, and the tees were more like a small and a medium. Ordered for St Patrick's Day, with no time to re-order from somewhere else! Very disappointed!",3
The sizes are all wrong!! Way way too small than all the t shirts we have ever bought!!,4
Great shirt!!!! I love it and I put it on as soon as I got it. Thank you so much!!!,0
Hoodies were well received by my family.The originality was noticed and appreciated.Thanks midcenturydave!,0
My product arrived in a timely fashion. It was a quality product and fit to the exact size. I would definitely recommend this company and look forward to shopping with them again in the future. Thanks.,0
I love the designs but don't love the tee shirts. The quality of the shirts are poor. The artists I've ordered from do not use heavy duty tees. There should be a code or some sort of rule set by the site for designers to follow. You should not be allowed to sell if you are not going to provide quality tee shirts.,4
My Grandson was really happy to get the t-shirt! It came out very nice! They sent me a picture of it. I was very pleased!,1
"Hello, I received my order a couple of days ago Thank you, however I just feel a few changes can be made. The first one is the quality (material) of the shirt could be thicker and secondly the print (wording) could be a little darker. Other than that I am pleased with my order. Thank you again.",0
"To whom it may concern,I acquired about your product specifically because it was both a racer blue in color, and it was from an independent merchant. However, what I received was not ""racer blue"" in color, but instead a strongly faded version of what was advertised. Saddened to say my experience as a first time customer here was not a very pleasant one. I look forward to your response.Thanks,",0
"Overall I certainly like the shirt and the design. However, the graphic faded significantly after the 1st time I washed it and the quality of the shirt itself seems a little bit cheesy for a $30 tee shirt. I would recommend that the seller considers higher quality tee shirts in the future if the price point is going to be so high. Thank you",0
This is the perfect gift! It came on time and in great condition. Thank you!,0
I got my package pretty quickly and the quality was amazing!! Thanks so much!,0
I appreciate the customer service you provided in notifying me that you would send larger sizes of the tshirts I ordered. It is quite a relief to know that they were sent. Thank you,0
"Thank you, its great",0
Items ordered were correct. Came on time. Everything was as expected,6
Very fast delivery; thank you!,0
Received a quality shirt with accurate logo in short period of time. Thanks!,0
"There was a totally understandable issue with my order. This meant that received the wrong size shirts.When I notified TeePublic about it, I received a professional, responsive, respectful and quick resolution.Replacement shirts were sent out immediately.I have received them and I am very happy with my purchase.Thank you TeePublic for being a reliable company that stands by your promises.I would absolutely recommend you again in the future!",0
"The shirt is extremely comfortable and the material is very soft. Absolutely love the design, will be back for more. Thank you!",0
"Great item, good quality. The only thing that I was disappointed with was shipping. My original order took a month to get here. I had emailed because it had not arrived by the specified date and another was sent. I received the original order one day before the replacement.",3
"Beautiful shirts, perfect fit!Kids love them!!THANKS!",0
The designs were fine.The impression that both shirts would be from the same manufacturer...and therefore the same color...was highly misleading on the website.Extremely disappointed. Will never use Tee Publics again.,3
Shirts turned out great!! Delivery was quick! Thank you,0
"The design I purchased was very cool! Love his work. I was pleased that the shirt itself was a Bella+Canvas. The print itself was not great. The print was streaky, like when an inkjet printer is running out of ink. Not enough to send it back, but a little bit disappointing.",3
Just got my order.Def pretty happy to see how everything turned out.1 out of 15 shirts ordered were the wrong color but I'm not sweating it. Was exactly what I was hoping for.,1
"Once again , great product at a good price with consistentshipping time. Thank you",0
It came quickly and exactly as described!!! The colors are spot on and I am over the moon happy with my purchase.,1
I am a high fan of digital sky podcast and I am very happy with the design and quality of my face mask.,1
Happy with my order and the timely manner in which it arrived!,1
"Two designs, different colors, styles, and sizes. Both came quickly and together, both were perfect gifts. Thank you!",0
Great quality!! Fathers day gift and he loved it!!! Thank you so much!,0
Everyone that has ordered from my store is pleased with their merchandise. Thankyou TeePubkic for allowing this to happen and making me an affiliate with your company,0
Very happy with my purchase.I needed an exchange. It was simple and fast.And customer service could not have been more accommodating. Thank you!!!,0
"Had a size mix up. Fantastic customer service with free replacement, and I get to donate the other T-shirt to someone else too! Thanks Tee Public",0
I hit the wrong button first response.Everything is just perfect with the tee shirt.Thank you so much!,0
Ordered for a Christmas gift. Its perfect!! Thank you,0
"Love the merchandise, its for gifts,made with nice quality and delivery was good,came in good condition, thank you,would recommend",0
"Satisfied with the outcome of my order.I originally ordered a ""men's"" size SMALL, as I usually wear a women's small.However, when I received my order, the small was very tight.When I notified TeePublic, they helped me through the process of receiving another order in a larger size.Very efficient service.Thank you TeePublic.",0
Very cool sweatshirt! And fast delivery too! Very pleased with my purchase! Thanks so much!,0
"excellent quality, picture perfect. true sizing. Christmas gift so my husband hasn't seen them yet. Fast service. Thank you.",0
This company is awesome. I made a mistake on the house number of my address when I submitted my purchase. My order went to the wrong house and Tee Public sent me out a new order even though it was my mistake. Thank you so much!,0
Disappointed with the quality of the pin. It appeared to be a square shaped pin made of heavier metal.,3
"When I look at a design on a shirt, Iook at the default color chosen and then I look at how I can make it mine. A lot of the Tee Todays Gone the next have limited options, but not Tee Public. My new favorite thing about Tee Public is how fast you can select these options. Thank you for the treasure trove of possibilities.",0
"Bought two tank tops for my husband. Both were great quality and fit well, I love the number of choices provided. Thanks!",0
Quick turn over from purchase to shipping to arrival. Very happy.,1
"Awesome items, everything was perfect, thank you very much!",0
I���������m very pleased with the shirt I ordered fits good and looks nice I will be ordering again and recommend TEE public to my Family and friends thanks ,0
"Very happy with my purchase, timely delivery to home, two thumbs up.",1
"I contacted you with a size problem of my recent order I was shocked when you told me that its not a problem we will replace your tee shirts and for us to donate the one's that don't fit you guy's really are a great company to do business with, thank you again.robert mazza",0
"I love everything about TeePublic! Independent artists, tons and tons of styles, good quality, shirt style options, fast shipping, and fantastic customer service! Thank you, TeePublic <3",0
Shirts were a great price and came well before the initial expected date. I am extremely happy!,1
"The shirts were just as promised, in size and design, arrived promptly, and customer service is on it. Thank you. Definitely will use again.",0
Tee shirt is beautiful and a very nice weight. It is going to be a Christmas gift that I think he will love! Thank you for speedy delivery also.I would purchase again.!!,0
Love each and every one of the 14 shirts I ordered!Thank you!,0
"I didn���������t notice the small print until I checked after receiving my item and realized that the image on it is tiny in comparison to the picture that is shown to avoid printing on pocket areafor the hoodie design,very disappointing ",3
I like the design on the shirt but very disappointed it was too small for my son. Went by the chart and size he wears but still wrong. It was supposed to be a good birthday present but it wasn���������t. Shipping,3
Very happy with the solar system shirt I got for my son!,1
"I received the shirt quickly after ordering it for my husband's 75th birthday. He loved Flash Gordon on tv growing up, so he was like a little, excited kid on his birthday when he saw his dream t-shirt.Thank you so much for making it a great day!",0
I thought the shirt was very poor quality. The message transfer is nearly see through. Its not well done (faded?). Would not recommend.,4
Fantastic websight to support independent artists. Customer service is fantastic with any problems you may have. I've only ever had 2 issues with prints being slightly off center and it was corrected immediately with no issues. I will always support this websight as many do not offer such great customer service. THANKS TEEPUBLIC!!!!!,0
"I loved the shirt, bag and mask.The design of the cranes was colorful and captured their gracefulness.Thank you.",0
"Very happy with the product, very cozy!",1
"I was looking for a unique gift for my dearest friend. She hunts for undiscovered artist and now, so do I. I am very pleased she enjoyed her gift!",1
Order came very quickly and item was exactly as pictured!Thank you!,0
"Thanks so much super job! Love my new t-shirt! The first one I ordered was way too small, you immediately sent out a larger size no extra charge!",0
My daughter loved her T-Shirt. I'm very pleased!! Thank You.,0
excellent as always everyone is happy thanks so much Garry,0
Thank you these are awesome T-shirts printed with quality and care,0
The sizing was way off. I can't use these for myself and will have to give them away. Very disappointing.,3
"Excellent quality shirt, true to size and color, fast delivery, +++Thank you",0
"I purchased 5 TEEShirt for my family; after the tragedy that took the Life of Kobe Bryant, his daughter, and seven other beautiful Lives. Kobe was our Favorite Basketball Player of All Time, the TEEShirt is Kobe walking away with the number 24 on His back and statements of all his achievements! I received the purchase today it all went smooth from the time I placed the order top of last week, I���������m completely happy with the transaction, timeline of receiving goods, and the quality of the goods; also the way they were packaged. Thank you for caring about good customer serv",0
I love my items!! Just what I wanted!! Thank you so much!!,0
"After over a month wrangling with the shipper over my missing order, it took one quick email to TeePublic to get a replacement order done. A week later, I got my shirts. Tee Public's customer service support is outstanding. Thank you!",0
"Great shirt, thank you!",0
Shirt designs are great. I ordered 5 size large shirts but the fit is not consistent across all the available colored shirts. Disappointing but it is what it is.,3
"Prompt delivery, quality product. I had no issues at all with this delivery. One time before, there was an issue and customer service took care of it immediately. I'm very happy with this company!",1
What a cool design!It's even cooler that it's on the front and the back... it's just what I was looking for!!Thank you! :-),0
Product was as described and delivery was on time and earlier than I expected. Thank you,0
Received early. Excellent condition and great quality tshirts. I could spend hundreds of dollars on this site! So many great artists. Thank you for supporting the arts,0
I ordered several custom t-shirts for Christmas gifts and I am very satisfied with each one!! They are very good quality and I will definitely be ordering more in the future!! Thank you!!,0
I'm happy with the sizing and quality of the Steelers sweatshirt and matching tee-shirt. The design logo was exactly as pictured . I'm very pleased.BRAVO!,1
The gift was a big hit. Thank you for such quality work,0
Had originally ordered a men's small which came too small. Requested a bigger size and it was shipped asap and is wonderful- Thank you!!,0
Thanks for bringing my design to life for my daughters 30th birthday celebration in Las Vegas.,0
Easy ordering and the shirt looks great! Cant wait to wear it for the Champions League Final on June 1st! Very satisfied. Thank you,0
I���������m so pleased with the quality and variety of shirts available in this site. I���������m very happy that the proceeds ,1
"Beautiful work and quality tees, very very excited.Thank you!",0
"I got my rottweiler t shirt yesterday, i love it!!! It got here fast. Thank you!!Janet Sheehan",0
"I love my shirt that I ordered, Thank u so much, I appreciate it..",0
I bought this t-shirt for my son and he loves it! Thanks you!,0
The quality of the shirts are fantastic and my shirts fit perfect. When my order had some issues staff were quick and reliable at correcting and making things right. I will continue to support the local artists though Teepublic. I have recommended to many others too as well. Thank you!!,0
Sooooo slooooow! I ordered two shirts on 10/19 and it's now 10/30 and no shirts!!The website says that they ship within 3 days of placing your order. Very disappointing.,3
"We ordered sizes anticipating they would be Asian sizes but when the t-shirts arrived, they were Aussie/US sizes which is great, but it meant the t-shirts were too large. The customer service team immediately offered to replace them and the correct size t-shirts arrive yesterday (under a week!) Thank you!!",0
"Very disappointed, nothing like picture, picture showed heel with sparkle stones",3
I am very happy with the products I ordered.They are good quality and were delivered in a timely manner.Just what I was looking for!,1
Ordering was easy and delivery was quick. I was happy with the product and the price was another plus!,1
Great experience! Had my order in 3 days. Very fast shipping.Thank you!,0
I ordered a printed shirt and it was perfect. The size listed is the right size. Thank you.,0
"thanks,you got the cool stuff nobody else has,peace.",0
Awesome shirts. Very happy with transaction. Thanks,0
"I would have given higher review as the design on the tee shirts is great. The sizing however is way off. It said when ordering woman's shirts to order a size up, I ordered 3 sizes up and the shirt is so very small it fits my daughter who is much smaller than I am. I was very disappointed.JOY MEYER-BUCKLEY",3
Thank u. I love it!,0
Everything was wonderful looking thank you,0
Previously had a delivery issue (item was never received) and the company fixed it right away!They sent out another item which was received quickly and the quality is excellent.Thank you Teepublic!,0
